iso3,glottocode,parallel_score,n_pairs_total,total_sent_pairs,n_corpora
aot,atong (india),0.0,0,0,0
lil,lillooet,0.0,0,0,0
tol,tolowa-chetco,0.0,0,0,0
dlm,dalmatian,0.0,0,0,0
ikx,ik,0.0,0,0,0
bwo,boro (ethiopia),0.0,0,0,0
vku,kurrama,0.0,0,0,0
oua,ouargli,0.0,0,0,0
gbg,gbanziri-boraka,0.0,0,0,0
bap,bantawa,0.0,0,0,0
swi,sui,0.0,0,0,0
xuu,kxoe,0.0,0,0,0
par,panamint,0.0,0,0,0
xaa,andalusian arabic,0.0,0,0,0
ono,onondaga,0.0,0,0,0
mxy,southeastern nochixtlán mixtec,0.0,0,0,0
bys,burak,0.0,0,0,0
afo,ajiri,0.0,0,0,0
bux,boghom,0.0,0,0,0
hah,hahon,0.0,0,0,0
tvw,sedoa,0.0,0,0,0
ssi,sansi,0.0,0,0,0
zts,tilquiapan zapotec,0.0,0,0,0
bsb,brunei bisaya-dusun,0.0,0,0,0
ndy,lutos,0.0,0,0,0
hap,hupla,0.0,0,0,0
tjl,tai laing,0.0,0,0,0
juk,wapan,0.0,0,0,0
xkl,usun apau kenyah,0.0,0,0,0
yay,agwagwune,0.0,0,0,0
qur,chaupihuaranga quechua,0.0,0,0,0
ckr,kairak,0.0,0,0,0
lke,kenyi,0.0,0,0,0
pce,ruching palaung,0.0,0,0,0
ver,mom jango,0.0,0,0,0
klu,klao,0.0,0,0,0
qvl,cajatambo north lima quechua,0.0,0,0,0
ydg,yidgha,0.0,0,0,0
tkt,kathoriya tharu,0.0,0,0,0
gyz,gyaazi,0.0,0,0,0
ush,ushojo,0.0,0,0,0
kvw,wersing,0.0,0,0,0
cfa,dijim-bwilim,0.0,0,0,0
ahs,ashe,0.0,0,0,0
hoy,holiya,0.0,0,0,0
bgw,bhatri,0.0,0,0,0
pbs,central pame,0.0,0,0,0
kvx,parkari koli,0.0,0,0,0
xhe,khetrani,0.0,0,0,0
cwa,kabwa,0.0,0,0,0
bjz,baruga,0.0,0,0,0
sya,siang,0.0,0,0,0
lih,lihir,0.0,0,0,0
lto,tsotso,0.0,0,0,0
mbz,amoltepec mixtec,0.0,0,0,0
qxp,puno quechua,0.0,0,0,0
kps,tehit,0.0,0,0,0
sch,sakachep-chorei,0.0,0,0,0
pex,petats,0.0,0,0,0
gri,ghari,0.0,0,0,0
ksz,kodaku,0.0,0,0,0
anw,anaang,0.0,0,0,0
ala,alago,0.0,0,0,0
mbu,mbula-bwazza,0.0,0,0,0
sgj,surgujia,0.0,0,0,0
lir,kru pidgin english,0.0,0,0,0
qxt,santa ana de tusi pasco quechua,0.0,0,0,0
kex,kukna,0.0,0,0,0
mqn,moronene,0.0,0,0,0
its,isekiri,0.0,0,0,0
lje,rampi,0.0,0,0,0
xti,sinicahua mixtec,0.0,0,0,0
thq,kochila tharu,0.0,0,0,0
mab,yutanduchi mixtec,0.0,0,0,0
meh,southwestern tlaxiaco mixtec,0.0,0,0,0
lnu,longuda,0.0,0,0,0
cen,cen,0.0,0,0,0
bsj,bangwinji,0.0,0,0,0
mzi,ixcatlán mazatec,0.0,0,0,0
qvj,loja highland quichua,0.0,0,0,0
ckl,cibak,0.0,0,0,0
cky,cakfem-mushere,0.0,0,0,0
ebu,embu,0.0,0,0,0
juo,jiba,0.0,0,0,0
mtu,tututepec mixtec,0.0,0,0,0
vmj,ixtayutla mixtec,0.0,0,0,0
tex,tennet,0.0,0,0,0
kjk,highland konjo,0.0,0,0,0
dbd,dadiya,0.0,0,0,0
tng,tobanga,0.0,0,0,0
odk,od,0.0,0,0,0
zim,mesme,0.0,0,0,0
sbn,sindhi bhil,0.0,0,0,0
jen,dza,0.0,0,0,0
kyb,butbut kalinga,0.0,0,0,0
ste,liana-seti,0.0,0,0,0
piy,piya-kwonci,0.0,0,0,0
beh,biali,0.0,0,0,0
mfo,mbe,0.0,0,0,0
key,kupia,0.0,0,0,0
ztg,xanaguía zapotec,0.0,0,0,0
sol,solos,0.0,0,0,0
xtu,cuyamecalco mixtec,0.0,0,0,0
idd,ede idaca,0.0,0,0,0
hul,hula,0.0,0,0,0
rth,ratahan,0.0,0,0,0
yes,yeskwa,0.0,0,0,0
gbk,gaddi,0.0,0,0,0
eiv,askopan,0.0,0,0,0
mxs,huitepec mixtec,0.0,0,0,0
ctl,tlacoatzintepec chinantec,0.0,0,0,0
kcq,kamo,0.0,0,0,0
mgd,moru,0.0,0,0,0
swv,shekhawati,0.0,0,0,0
bdg,bonggi,0.0,0,0,0
juy,juray,0.0,0,0,0
ztn,santa catarina albarradas zapotec,0.0,0,0,0
lla,lala-roba,0.0,0,0,0
nja,nzanyi,0.0,0,0,0
bjj,kanauji,0.0,0,0,0
tuy,tugen,0.0,0,0,0
mve,marwari (pakistan),0.0,0,0,0
mtr,mewari,0.0,0,0,0
ald,alladian,0.0,0,0,0
hkk,hunjara-kaina ke,0.0,0,0,0
hao,hakö,0.0,0,0,0
kdn,chikunda,0.0,0,0,0
ztu,güilá zapotec,0.0,0,0,0
bqg,bago-kusuntu,0.0,0,0,0
ncf,notsi,0.0,0,0,0
itw,ito,0.0,0,0,0
gdf,guduf-gava,0.0,0,0,0
mjv,mannan,0.0,0,0,0
mfm,marghi south,0.0,0,0,0
mgg,mpongmpong,0.0,0,0,0
tmf,toba-enenlhet,0.0,0,0,0
nhq,huaxcaleca nahuatl,0.0,0,0,0
ubl,buhi,0.0,0,0,0
lth,labwor,0.0,0,0,0
ztp,loxicha zapotec,0.0,0,0,0
bep,besoa,0.0,0,0,0
kol,kol (papua new guinea),0.0,0,0,0
bdv,bodo parja,0.0,0,0,0
kuh,kushi,0.0,0,0,0
mne,naba,0.0,0,0,0
kbt,abadi,0.0,0,0,0
vmc,juxtlahuaca mixtec,0.0,0,0,0
loa,loloda-laba,0.0,0,0,0
lrk,loarki,0.0,0,0,0
rob,tae',0.0,0,0,0
bzw,basa (nigeria),0.0,0,0,0
bcs,kohumono,0.0,0,0,0
krs,kresh-woro,0.0,0,0,0
xka,kalkoti,0.0,0,0,0
cdj,churahi,0.0,0,0,0
blx,mag-indi ayta,0.0,0,0,0
snv,sa'ban,0.0,0,0,0
kwm,kwambi,0.0,0,0,0
lon,malawi lomwe,0.0,0,0,0
rkt,central-eastern kamta,0.0,0,0,0
btv,bateri,0.0,0,0,0
rwm,amba (uganda),0.0,0,0,0
bxf,bilur,0.0,0,0,0
awi,aekyom,0.0,0,0,0
dgh,dghwede,0.0,0,0,0
gwt,gawar-bati,0.0,0,0,0
lss,lasi,0.0,0,0,0
mdv,santa lucía monteverde mixtec,0.0,0,0,0
bfy,bagheli,0.0,0,0,0
tbf,mandara,0.0,0,0,0
sau,saleman,0.0,0,0,0
vmp,soyaltepec mazatec,0.0,0,0,0
ekr,yace,0.0,0,0,0
nlk,ninia yali,0.0,0,0,0
mtx,tidaá mixtec,0.0,0,0,0
bht,bhattiyali,0.0,0,0,0
mqf,momuna,0.0,0,0,0
cte,tepinapa chinantec,0.0,0,0,0
mzj,manya,0.0,0,0,0
miu,cacaloxtepec mixtec,0.0,0,0,0
wji,warji-gala,0.0,0,0,0
kjc,coastal konjo,0.0,0,0,0
bce,bamenyam,0.0,0,0,0
qxa,chiquián ancash quechua,0.0,0,0,0
bha,bhariati,0.0,0,0,0
zaq,aloápam zapotec,0.0,0,0,0
weo,wemale,0.0,0,0,0
ndp,ndo,0.0,0,0,0
abp,abenlen ayta,0.0,0,0,0
qws,sihuas ancash quechua,0.0,0,0,0
saq,samburu,0.0,0,0,0
msw,mansoanka,0.0,0,0,0
ggg,gurgula,0.0,0,0,0
kzn,kokola,0.0,0,0,0
wbr,wagdi,0.0,0,0,0
tqp,tomoip,0.0,0,0,0
dso,desiya,0.0,0,0,0
hwo,hwana,0.0,0,0,0
gig,goaria,0.0,0,0,0
mjl,mandeali,0.0,0,0,0
zpy,mazaltepec zapotec,0.0,0,0,0
ttu,torau,0.0,0,0,0
muv,muthuvan,0.0,0,0,0
lkb,kabras,0.0,0,0,0
ida,idakho-isukha-tiriki,0.0,0,0,0
szb,ngalum,0.0,0,0,0
xdy,malayic dayak,0.0,0,0,0
byc,ubaghara,0.0,0,0,0
bsy,sabah bisaya,0.0,0,0,0
kml,tanudan kalinga,0.0,0,0,0
uki,gumsai,0.0,0,0,0
tpl,tlacoapa me'phaa,0.0,0,0,0
zmz,mbandja,0.0,0,0,0
awo,awak,0.0,0,0,0
dcc,deccan marathi,0.0,0,0,0
vmm,mitlatongo mixtec,0.0,0,0,0
cdm,chepang,0.0,0,0,0
szv,isu (fako division),0.0,0,0,0
brd,baraamu,0.0,0,0,0
mhs,buru (indonesia),0.0,0,0,0
gia,kitja,0.0,0,0,0
gaq,gata',0.0,0,0,0
zro,záparo,0.0,0,0,0
abj,akabea,0.0,0,0,0
cip,chiapanec,0.0,0,0,0
pox,polabian,0.0,0,0,0
yai,yagnobi,0.0,0,0,0
psd,plains indian sign language,0.0,0,0,0
kot,lagwan,0.0,0,0,0
mfs,mexican sign language,0.0,0,0,0
dri,c'lela,0.0,0,0,0
scp,lamjung-melamchi yolmo,0.0,0,0,0
nay,narrinyeri,0.0,0,0,0
nen,nengone,0.0,0,0,0
ddo,tsez,0.0,0,0,0
nrl,ngarluma,0.0,0,0,0
yij,yindjibarndi,0.0,0,0,0
lup,lumbu,0.0,0,0,0
bji,burji,0.0,0,0,0
wxa,waxianghua,0.0,0,0,0
yaf,yaka-pelende-lonzo,0.0,0,0,0
qxs,southern qiang,0.0,0,0,0
buv,bun,0.0,0,0,0
twh,tai dón,0.0,0,0,0
wni,ndzwani comorian,0.0,0,0,0
kmc,southern dong,0.0,0,0,0
cnp,northern pinghua,0.0,0,0,0
bid,bidiyo,0.0,0,0,0
wgi,wahgi,0.0,0,0,0
oca,ocaina,0.0,0,0,0
mch,ye'kwana,0.0,0,0,0
sbf,shabo,0.0,0,0,0
gdo,godoberi,0.0,0,0,0
str,northern straits salish,0.0,0,0,0
dus,dumi,0.0,0,0,0
bia,badimaya,0.0,0,0,0
yak,northwest sahaptin,0.0,0,0,0
veo,ventureño,0.0,0,0,0
kry,kryz,0.0,0,0,0
dba,bangime,0.0,0,0,0
tpy,trumai,0.0,0,0,0
tjm,timucua,0.0,0,0,0
wrb,warluwara,0.0,0,0,0
ckv,kavalan,0.0,0,0,0
bfq,badaga,0.0,0,0,0
pum,puma,0.0,0,0,0
kgv,kalamang,0.0,0,0,0
onw,old nubian,0.0,0,0,0
dib,south central dinka,0.0,0,0,0
sav,saafi-saafi,0.0,0,0,0
ssf,thao,0.0,0,0,0
kmq,gwama,0.0,0,0,0
drs,gedeo,0.0,0,0,0
yuq,yuqui,0.0,0,0,0
koq,kota (gabon),0.0,0,0,0
bkk,brokskat,0.0,0,0,0
knw,north-central ju,0.0,0,0,0
dtm,tomo kan dogon,0.0,0,0,0
nun,nung (myanmar),0.0,0,0,0
dih,tipai,0.0,0,0,0
sci,sri lanka malay,0.0,0,0,0
sln,salinan,0.0,0,0,0
zun,zuni,0.0,0,0,0
cro,crow,0.0,0,0,0
ctn,chintang,0.0,0,0,0
irh,irarutu,0.0,0,0,0
acx,omani arabic,0.0,0,0,0
mdj,mangbetu,0.0,0,0,0
kio,kiowa,0.0,0,0,0
nmm,manange,0.0,0,0,0
xpu,punic,0.0,0,0,0
dim,dime,0.0,0,0,0
sep,sìcìté sénoufo,0.0,0,0,0
mbq,maisin,0.0,0,0,0
kjq,western keres,0.0,0,0,0
mbp,malayo,0.0,0,0,0
jiu,youle jinuo,0.0,0,0,0
ojp,old japanese,0.0,0,0,0
kut,kutenai,0.0,0,0,0
kui,kuikúro-kalapálo,0.0,0,0,0
tks,takestani,0.0,0,0,0
dhd,dhundari,0.0,0,0,0
ckm,chakavski,0.0,0,0,0
csl,chinese sign language,0.0,0,0,0
ist,istriot,0.0,0,0,0
okr,kirike,0.0,0,0,0
kwv,sara kaba náà,0.0,0,0,0
alr,alutor,0.0,0,0,0
yag,yámana,0.0,0,0,0
wrh,wiradhuri,0.0,0,0,0
bxj,bayungu,0.0,0,0,0
quk,chachapoyas quechua,0.0,0,0,0
rmu,tavringer romani,0.0,0,0,0
xki,kenya-somali sign language,0.0,0,0,0
pia,pima bajo,0.0,0,0,0
myp,pirahã,0.0,0,0,0
gqi,guiqiong,0.0,0,0,0
peo,old persian (ca. 600-400 b.c.),0.0,0,0,0
com,comanche,0.0,0,0,0
tlc,yecuatla totonac,0.0,0,0,0
one,oneida,0.0,0,0,0
def,dezfuli-shushtari,0.0,0,0,0
hem,hemba-yazi,0.0,0,0,0
kdx,kam,0.0,0,0,0
wbk,nuristani kalasha,0.0,0,0,0
aju,judeo-moroccan arabic,0.0,0,0,0
bzq,buli (indonesia),0.0,0,0,0
ked,kerewe,0.0,0,0,0
ktv,eastern katu,0.0,0,0,0
git,gitxsan,0.0,0,0,0
skb,saek,0.0,0,0,0
ckh,chak,0.0,0,0,0
tor,togbo-vara banda,0.0,0,0,0
hed,herde,0.0,0,0,0
dny,deni,0.0,0,0,0
fcs,quebec sign language,0.0,0,0,0
xom,komo (sudan-ethiopia),0.0,0,0,0
svm,slavomolisano,0.0,0,0,0
kho,khotanese,0.0,0,0,0
mka,mbre,0.0,0,0,0
sgt,brokpake,0.0,0,0,0
nzb,njebi,0.0,0,0,0
smw,sumbawa,0.0,0,0,0
uve,west uvean,0.0,0,0,0
waq,wageman,0.0,0,0,0
fla,kalispel-pend d'oreille,0.0,0,0,0
crc,lonwolwol,0.0,0,0,0
brn,boruca,0.0,0,0,0
gwd,ale-gawwada,0.0,0,0,0
efe,efe,0.0,0,0,0
slc,sáliba,0.0,0,0,0
yns,yansi,0.0,0,0,0
col,columbia-wenatchi,0.0,0,0,0
pgu,pagu,0.0,0,0,0
chx,chantyal,0.0,0,0,0
nad,nijadali,0.0,0,0,0
csn,colombian sign language,0.0,0,0,0
cbn,nyahkur,0.0,0,0,0
djn,jawoyn,0.0,0,0,0
prc,parachi,0.0,0,0,0
csg,chilean sign language,0.0,0,0,0
coc,cocopa,0.0,0,0,0
rmt,domari,0.0,0,0,0
buw,bubi,0.0,0,0,0
geh,hutterite german,0.0,0,0,0
duj,dhuwal,0.0,0,0,0
rxd,ngardi,0.0,0,0,0
kht,khamti,0.0,0,0,0
cji,chamalal,0.0,0,0,0
mia,miami,0.0,0,0,0
ugn,ugandan sign language,0.0,0,0,0
smy,semnani-biyabuneki,0.0,0,0,0
kmv,uaçá creole french,0.0,0,0,0
aqp,atakapa,0.0,0,0,0
grj,southern grebo,0.0,0,0,0
akj,akajeru,0.0,0,0,0
squ,squamish,0.0,0,0,0
wgu,wirangu,0.0,0,0,0
mzp,movima,0.0,0,0,0
ona,selk'nam,0.0,0,0,0
chc,catawba,0.0,0,0,0
xmw,tsimihety malagasy,0.0,0,0,0
njy,njyem,0.0,0,0,0
jay,nhangu,0.0,0,0,0
sjt,ter saami,0.0,0,0,0
omc,mochica,0.0,0,0,0
ged,gade,0.0,0,0,0
ysn,sani,0.0,0,0,0
xpr,parthian,0.0,0,0,0
xsa,sabaic,0.0,0,0,0
ulw,ulwa,0.0,0,0,0
fax,fala,0.0,0,0,0
kaw,kawi,0.0,0,0,0
kux,kukatja,0.0,0,0,0
thp,thompson,0.0,0,0,0
thm,thavung,0.0,0,0,0
aat,arvanitika albanian,0.0,0,0,0
abh,tajiki arabic,0.0,0,0,0
shx,she,0.0,0,0,0
bcq,bench,0.0,0,0,0
txx,tatana,0.0,0,0,0
shz,syenara senoufo,0.0,0,0,0
pbv,pnar,0.0,0,0,0
pid,piaroa,0.0,0,0,0
giw,duoluo gelao,0.0,0,0,0
ruo,istro romanian,0.0,0,0,0
peb,eastern pomo,0.0,0,0,0
cup,cupeño,0.0,0,0,0
kxa,kairiru,0.0,0,0,0
ayh,hadrami arabic,0.0,0,0,0
abu,abure,0.0,0,0,0
yab,yuhup,0.0,0,0,0
asf,auslan,0.0,0,0,0
opt,teguima,0.0,0,0,0
gmy,achaean greek,0.0,0,0,0
cae,lehar,0.0,0,0,0
bfn,bunak,0.0,0,0,0
tya,tauya,0.0,0,0,0
alw,alaba-k'abeena,0.0,0,0,0
gbd,karadjeri,0.0,0,0,0
kdk,numee,0.0,0,0,0
shv,jibbali,0.0,0,0,0
cvg,duhumbi,0.0,0,0,0
acy,cypriot arabic,0.0,0,0,0
wiv,muduapa,0.0,0,0,0
psw,port sandwich,0.0,0,0,0
tcx,toda,0.0,0,0,0
clm,clallam,0.0,0,0,0
yur,yurok,0.0,0,0,0
yuk,northern yukian,0.0,0,0,0
boz,tiéyaxo bozo,0.0,0,0,0
slh,southern puget sound salish,0.0,0,0,0
tun,tunica,0.0,0,0,0
rji,raji,0.0,0,0,0
loy,lowa,0.0,0,0,0
erg,sie,0.0,0,0,0
wrm,warumungu,0.0,0,0,0
mhq,mandan,0.0,0,0,0
sjw,shawnee,0.0,0,0,0
bgk,bit,0.0,0,0,0
tms,tima,0.0,0,0,0
ram,canela-krahô,0.0,0,0,0
wao,wappo,0.0,0,0,0
ksx,kedang,0.0,0,0,0
cwd,woods cree,0.0,0,0,0
ure,uru,0.0,0,0,0
cli,chakali,0.0,0,0,0
hmd,diandongbei-large flowery miao,0.0,0,0,0
yog,yogad,0.0,0,0,0
dnn,dzùùngoo,0.0,0,0,0
les,lese,0.0,0,0,0
dya,dyan,0.0,0,0,0
zil,zialo,0.0,0,0,0
rkm,marka,0.0,0,0,0
txg,tangut,0.0,0,0,0
bfs,southern bai,0.0,0,0,0
ats,gros ventre,0.0,0,0,0
ari,arikara,0.0,0,0,0
ren,rengao,0.0,0,0,0
tdh,thulung,0.0,0,0,0
mpb,mullukmulluk,0.0,0,0,0
kvr,kerinci,0.0,0,0,0
mky,east makian,0.0,0,0,0
tta,tutelo,0.0,0,0,0
mhj,mogholi,0.0,0,0,0
gcd,ganggalida,0.0,0,0,0
nck,nakara,0.0,0,0,0
nee,nêlêmwa-nixumwak,0.0,0,0,0
kmj,kumarbhag paharia,0.0,0,0,0
tpr,tuparí,0.0,0,0,0
blo,anii,0.0,0,0,0
qwc,classical quechua,0.0,0,0,0
nnz,nda'nda',0.0,0,0,0
byk,shidong biao,0.0,0,0,0
miw,akoye,0.0,0,0,0
mgw,matumbi,0.0,0,0,0
sle,sholaga,0.0,0,0,0
hlu,hieroglyphic luwian,0.0,0,0,0
mid,neo-mandaic,0.0,0,0,0
nbm,ngbaka ma'bo,0.0,0,0,0
bdk,budukh,0.0,0,0,0
osx,old saxon,0.0,0,0,0
huc,amkoe,0.0,0,0,0
bfw,bondo,0.0,0,0,0
scb,chut,0.0,0,0,0
xug,kunigami,0.0,0,0,0
ing,degexit'an,0.0,0,0,0
apj,jicarilla apache,0.0,0,0,0
soj,soic,0.0,0,0,0
wti,berta,0.0,0,0,0
awk,awabakal,0.0,0,0,0
lrl,larestani,0.0,0,0,0
stv,silt'e,0.0,0,0,0
qok,old khmer,0.0,0,0,0
atv,northern altai,0.0,0,0,0
bxg,bangala,0.0,0,0,0
sek,sekani,0.0,0,0,0
zen,zenaga,0.0,0,0,0
kmt,kemtuik,0.0,0,0,0
ore,maijiki,0.0,0,0,0
haa,han,0.0,0,0,0
ahg,qimant,0.0,0,0,0
unm,unami,0.0,0,0,0
aoa,angolar,0.0,0,0,0
coo,comox,0.0,0,0,0
tkm,takelma,0.0,0,0,0
amw,western neo-aramaic,0.0,0,0,0
kcv,kete,0.0,0,0,0
nig,ngalakgan,0.0,0,0,0
pmj,southern pumi,0.0,0,0,0
nto,ntomba,0.0,0,0,0
nge,ngemba,0.0,0,0,0
wkw,wakawaka,0.0,0,0,0
dic,lakota dida,0.0,0,0,0
kmn,awtuw,0.0,0,0,0
xmz,mori bawah,0.0,0,0,0
ywr,yawuru,0.0,0,0,0
pnw,panytyima,0.0,0,0,0
kkk,kokota,0.0,0,0,0
xaw,kawaiisu,0.0,0,0,0
fap,palor,0.0,0,0,0
dni,lower grand valley dani,0.0,0,0,0
dtk,tengou-togo dogon,0.0,0,0,0
gbu,gaagudju,0.0,0,0,0
orh,oroqen,0.0,0,0,0
ero,stau-dgebshes,0.0,0,0,0
ani,andi,0.0,0,0,0
pue,puelche,0.0,0,0,0
dym,yanda dom dogon,0.0,0,0,0
neg,negidal,0.0,0,0,0
cmi,emberá-chamí,0.0,0,0,0
buu,budu,0.0,0,0,0
kuu,upper kuskokwim,0.0,0,0,0
jib,jibu,0.0,0,0,0
pno,panobo,0.0,0,0,0
ogc,ogbah,0.0,0,0,0
kwg,sara kaba deme,0.0,0,0,0
boi,barbareño,0.0,0,0,0
isr,israeli sign language,0.0,0,0,0
mji,kim mun,0.0,0,0,0
hpo,hpon,0.0,0,0,0
xdk,sydney,0.0,0,0,0
zrs,mairasi,0.0,0,0,0
lma,east limba,0.0,0,0,0
sng,sanga (democratic republic of congo),0.0,0,0,0
lev,western pantar,0.0,0,0,0
jit,jita,0.0,0,0,0
mof,mohegan-montauk-narragansett,0.0,0,0,0
nly,nyamal,0.0,0,0,0
ski,sika,0.0,0,0,0
kqq,borum,0.0,0,0,0
gse,ghanaian sign language,0.0,0,0,0
pso,polish sign language,0.0,0,0,0
byn,bilin,0.0,0,0,0
ncz,natchez,0.0,0,0,0
mdp,mbala,0.0,0,0,0
crb,island carib,0.0,0,0,0
xco,khwarezmian,0.0,0,0,0
zku,kaurna,0.0,0,0,0
nra,ngom,0.0,0,0,0
nos,north-central nisu,0.0,0,0,0
eno,enggano,0.0,0,0,0
gbb,kaytetye,0.0,0,0,0
ulc,ulch,0.0,0,0,0
drq,dura,0.0,0,0,0
lsn,tibetan sign language,0.0,0,0,0
aho,ahom,0.0,0,0,0
wae,walser,0.0,0,0,0
kvh,komodo,0.0,0,0,0
tkq,tee,0.0,0,0,0
adt,adnyamathanha,0.0,0,0,0
suw,sumbwa,0.0,0,0,0
xas,kamas-koibal,0.0,0,0,0
iby,ibani,0.0,0,0,0
enh,tundra enets,0.0,0,0,0
klr,khaling,0.0,0,0,0
nhb,beng,0.0,0,0,0
set,sentani,0.0,0,0,0
leb,lala-bisa,0.0,0,0,0
dyn,dyangadi,0.0,0,0,0
nsk,naskapi,0.0,0,0,0
bph,botlikh,0.0,0,0,0
mmy,migaama,0.0,0,0,0
jhs,jhankot sign language,0.0,0,0,0
xya,yaygir,0.0,0,0,0
pak,parakanã,0.0,0,0,0
dze,djiwarli,0.0,0,0,0
ynd,yandruwandha,0.0,0,0,0
yah,yazgulyam,0.0,0,0,0
clk,idu,0.0,0,0,0
sob,sobei,0.0,0,0,0
asc,casuarina coast asmat,0.0,0,0,0
gge,guragone,0.0,0,0,0
kfy,kumaoni,0.0,0,0,0
atr,waimiri-atroari,0.0,0,0,0
tyz,tày,0.0,0,0,0
lmw,lake miwok,0.0,0,0,0
psr,portuguese sign language,0.0,0,0,0
nkr,nukuoro,0.0,0,0,0
wam,wampanoag,0.0,0,0,0
mhc,mocho,0.0,0,0,0
kke,kakabe,0.0,0,0,0
tkn,toku-no-shima,0.0,0,0,0
ltc,middle chinese,0.0,0,0,0
brv,western bru,0.0,0,0,0
fuu,furu,0.0,0,0,0
mdi,mamvu,0.0,0,0,0
ray,mangaia-old rapa,0.0,0,0,0
kzq,kaike,0.0,0,0,0
bbp,west central banda,0.0,0,0,0
bqh,baima,0.0,0,0,0
nmx,nama (papua new guinea),0.0,0,0,0
nxl,south nuaulu,0.0,0,0,0
kfu,katkari,0.0,0,0,0
css,mutsun,0.0,0,0,0
sti,bulo stieng,0.0,0,0,0
iml,miluk,0.0,0,0,0
sjs,senhaja de srair,0.0,0,0,0
msn,vurës,0.0,0,0,0
xlo,nipmuck,0.0,0,0,0
stw,satawalese,0.0,0,0,0
lna,langbashe,0.0,0,0,0
lot,otuho,0.0,0,0,0
qui,quileute,0.0,0,0,0
tei,aro,0.0,0,0,0
dse,dutch sign language,0.0,0,0,0
nmq,nambya,0.0,0,0,0
mym,me'en,0.0,0,0,0
csc,catalan sign language,0.0,0,0,0
lbo,laven,0.0,0,0,0
win,ho-chunk,0.0,0,0,0
kvk,korean sign language,0.0,0,0,0
sos,seeku,0.0,0,0,0
xyy,yorta yorta,0.0,0,0,0
cir,tiri-mea,0.0,0,0,0
csh,asho chin,0.0,0,0,0
lgq,ikpana,0.0,0,0,0
pzh,pazeh-kahabu,0.0,0,0,0
gmm,gbaya-mbodomo,0.0,0,0,0
bmj,bote,0.0,0,0,0
hve,san dionisio del mar huave,0.0,0,0,0
isg,irish sign language,0.0,0,0,0
prn,prasun,0.0,0,0,0
xng,middle mongol,0.0,0,0,0
zyg,yang zhuang,0.0,0,0,0
slz,misool-salawati ma'ya,0.0,0,0,0
krm,krim,0.0,0,0,0
jsl,japanese sign language,0.0,0,0,0
tct,t'en,0.0,0,0,0
sov,sonsorol,0.0,0,0,0
bei,riuk bekati',0.0,0,0,0
asq,austrian sign language,0.0,0,0,0
tbi,gaam,0.0,0,0,0
lpa,lelepa,0.0,0,0,0
trr,taushiro,0.0,0,0,0
ssp,spanish sign language,0.0,0,0,0
puw,puluwatese,0.0,0,0,0
ams,southern amami-oshima,0.0,0,0,0
gue,gurindji,0.0,0,0,0
spo,spokane,0.0,0,0,0
juc,jurchen,0.0,0,0,0
nxg,ngad'a,0.0,0,0,0
ibh,bih,0.0,0,0,0
xny,nyiyaparli-palyku,0.0,0,0,0
wrp,waropen,0.0,0,0,0
sjl,sajolang,0.0,0,0,0
bds,burunge,0.0,0,0,0
tub,tübatulabal,0.0,0,0,0
duf,dumbea,0.0,0,0,0
zmu,muruwari,0.0,0,0,0
bsw,baiso,0.0,0,0,0
reb,rembong-wangka,0.0,0,0,0
plo,oluta popoluca,0.0,0,0,0
abv,baharna arabic,0.0,0,0,0
aib,ainu (china),0.0,0,0,0
jye,judeo-yemeni arabic,0.0,0,0,0
tgh,tobagonian creole english,0.0,0,0,0
pkp,pukapuka,0.0,0,0,0
atu,reel,0.0,0,0,0
mcs,mambai,0.0,0,0,0
nmd,ndumu,0.0,0,0,0
ngk,ngalkbun,0.0,0,0,0
wgo,waigeo,0.0,0,0,0
shb,ninam,0.0,0,0,0
buf,bushoong,0.0,0,0,0
tst,tondi songway kiini,0.0,0,0,0
dai,day,0.0,0,0,0
woe,woleaian,0.0,0,0,0
szn,sula,0.0,0,0,0
hle,hlersu,0.0,0,0,0
liy,banda-bambari,0.0,0,0,0
bpn,dzao min,0.0,0,0,0
mxc,manyika,0.0,0,0,0
nsq,northern sierra miwok,0.0,0,0,0
yiy,yir-yoront,0.0,0,0,0
isc,isconahua,0.0,0,0,0
fut,futuna-aniwa,0.0,0,0,0
coz,chochotec,0.0,0,0,0
wmd,mamaindé,0.0,0,0,0
tsv,tsogo,0.0,0,0,0
hsl,hausa sign language,0.0,0,0,0
iow,iowa-oto,0.0,0,0,0
ktw,kato,0.0,0,0,0
she,sheko,0.0,0,0,0
oka,okanagan,0.0,0,0,0
yia,yinggarda,0.0,0,0,0
teu,soo,0.0,0,0,0
sqt,soqotri,0.0,0,0,0
gta,guató,0.0,0,0,0
ifm,teke-fuumu,0.0,0,0,0
tuh,taulil,0.0,0,0,0
piv,vaeakau-taumako,0.0,0,0,0
gpn,taiap,0.0,0,0,0
ror,rongga,0.0,0,0,0
mzs,macanese,0.0,0,0,0
tin,tindi,0.0,0,0,0
ahh,aghu,0.0,0,0,0
swl,swedish sign language,0.0,0,0,0
shm,shahrudi-southern talysh,0.0,0,0,0
ise,italian sign language,0.0,0,0,0
nzy,nzakambay,0.0,0,0,0
jod,wojenaka,0.0,0,0,0
alu,'are'are,0.0,0,0,0
bmf,bom-kim,0.0,0,0,0
csm,central sierra miwok,0.0,0,0,0
bdp,bende,0.0,0,0,0
cll,chala,0.0,0,0,0
